id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
871-6_57552,"Art Creation Soft Pastels 24 قطعة بألوان متنوعة رقم: 9029024","Art Creation Soft Pastels 24 Pieces In Assorted Colors-No:9029024",http://localhost/ourarts/wp-content/uploads/2021/01/626_29621962_1.jpg,http://localhost/ourarts/product/art-creation-soft-pastels-24-%d9%82%d8%b7%d8%b9%d8%a9-%d8%a8%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%aa%d9%86%d9%88%d8%b9%d8%a9-%d8%b1%d9%82%d9%85-9029024/,"أدوات مكتبية - stationary","Our Arts",167EGP,in stock,871-6_57552,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,150EGP,new,published,,,,,16,,
871-59_57551,"ألوان مائية من رويال تالنز فان جوخ فانديك براون","Royal Talens Van Gogh Watercolour Pan Vandyke Brown",http://localhost/ourarts/wp-content/uploads/2021/01/208640312.jpg,http://localhost/ourarts/product/%d9%82%d8%a7%d9%84%d8%a8-%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d9%85%d9%86-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88-3/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-59_57551,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-58_57550,"ألوان مائية من رويال تالنز فان جوخ ضوء أحمر دائم","Royal Talens Van Gogh Watercolour Pan Permanent Red Light",http://localhost/ourarts/wp-content/uploads/2021/01/208637012_1.jpg,http://localhost/ourarts/product/%d9%82%d8%a7%d9%84%d8%a8-%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d9%85%d9%86-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88-2/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-58_57550,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-57_57549,"ألوان مائية من رويال تالنز فان جوخ ورد كويناكريدون","Royal Talens Van Gogh Watercolour Pan Quinacridone Rose",http://localhost/ourarts/wp-content/uploads/2021/01/208636612.jpg,http://localhost/ourarts/product/%d9%88%d8%b9%d8%a7%d8%a1-%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d9%85%d9%86-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-57_57549,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-56_57548,"ألوان مائية من رويال تالنز فان جوخ ليك ديب","Royal Talens Van Gogh Watercolour Pan Madder Lake Deep",http://localhost/ourarts/wp-content/uploads/2021/01/208633112.jpg,http://localhost/ourarts/product/%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a8%d8%a7%d9%86-%d9%85%d8%a7%d8%af/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-56_57548,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-55_57547,"ألوان مائية من رويال تالنز فان جوخ قرمزي","Royal Talens Van Gogh Watercolour Pan Vermilion",http://localhost/ourarts/wp-content/uploads/2021/01/208631112.jpg,http://localhost/ourarts/product/%d9%82%d8%a7%d9%84%d8%a8-%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d9%85%d9%86-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-55_57547,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-54_57546,"ألوان مائية من رويال تالنز فان جوخ باللون الأصفر الغامق","Royal Talens Van Gogh Watercolour Pan Azo Yellow Deep",http://localhost/ourarts/wp-content/uploads/2021/01/208627012.jpg,http://localhost/ourarts/product/%d9%85%d9%82%d9%84%d8%a7%d8%a9-royal-talens-van-gogh-%d8%a8%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d9%84%d9%88%d9%86-%d8%a7%d9%84%d8%a3/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-54_57546,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-53_57545,"ألوان مائية من رويال تالنز فان جوخ باللون الأصفر المتوسط","Royal Talens Van Gogh Watercolour Pan Azo Yellow Meduim",http://localhost/ourarts/wp-content/uploads/2021/01/208626912_1.jpg,http://localhost/ourarts/product/%d9%85%d9%82%d9%84%d8%a7%d8%a9-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-%d8%a8%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-53_57545,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-52_57544,"ألوان مائية من رويال تالنز فان جوخ ليمون أصفر","Royal Talens Van Gogh Watercolour Pan Permenant Lemon Yellow",http://localhost/ourarts/wp-content/uploads/2021/01/208625412.jpg,http://localhost/ourarts/product/%d9%85%d9%82%d9%84%d8%a7%d8%a9-royal-talens-van-gogh-%d8%a8%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a7%d9%84%d8%af%d8%a7%d8%a6%d9%85%d8%a9-%d9%84%d9%8a/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-52_57544,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-51_57543,"ألوان مائية من رويال تالنز فان جوخ برتقالية","Royal Talens Van Gogh Watercolour Pan Permenant Orange",http://localhost/ourarts/wp-content/uploads/2021/01/208626612.jpg,http://localhost/ourarts/product/%d9%85%d9%82%d9%84%d8%a7%d8%a9-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-%d8%a8%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-51_57543,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-50_57542,"ألوان مائية من رويال تالنز فان جوخ بلون أصفر","Royal Talens Van Gogh Watercolour Pan Yellow Ochre",http://localhost/ourarts/wp-content/uploads/2021/01/208622712_1.jpg,http://localhost/ourarts/product/%d9%85%d9%82%d9%84%d8%a7%d8%a9-royal-talens-van-gogh-%d8%a8%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a8%d9%84%d9%88%d9%86-%d8%a3%d8%b5%d9%81%d8%b1/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-50_57542,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-5_57541,"تالنس ارت كريشن باستيل ناعم 12 قطعة بألوان متنوعة رقم: 9029012","Talens Art Creation soft pastels 12 pieces in assorted colors-No:9029012",http://localhost/ourarts/wp-content/uploads/2021/01/9029012_2.jpg,http://localhost/ourarts/product/%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a7%d8%b1%d8%aa-%d9%83%d8%b1%d9%8a%d8%b4%d9%86-%d8%a8%d8%a7%d8%b3%d8%aa%d9%8a%d9%84-%d9%86%d8%a7%d8%b9%d9%85-12-%d9%82%d8%b7%d8%b9%d8%a9-%d8%a8%d8%a3%d9%84%d9%88/,"أدوات مكتبية - stationary","Our Arts",94EGP,in stock,871-5_57541,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,85EGP,new,published,,,,,16,,
871-48_57539,"الوان مائية فان جوخ - 24 لون","Water Color  Van Gogh - 24  Colors",http://localhost/ourarts/wp-content/uploads/2021/01/uityutyui.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%a7%d9%84%d9%85%d8%a7%d8%a1-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-24-%d9%84%d9%88%d9%86/,"الوان مائية - Watercolor","Our Arts",783EGP,in stock,871-48_57539,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,705EGP,new,published,,,,,16,,
871-49_57540,"ألوان مائية من رويال تالنز فان جوخ بيضاء","Royal Talens Van Gogh Watercolour Pan Chinese White",http://localhost/ourarts/wp-content/uploads/2021/01/208610812.jpg,http://localhost/ourarts/product/%d8%ad%d8%a7%d9%85%d9%84-%d8%a3%d9%84%d9%88%d8%a7%d9%86-%d9%85%d8%a7%d8%a6%d9%8a%d8%a9-%d9%85%d9%86-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae/,"الوان مائية - Watercolor","Our Arts",44EGP,in stock,871-49_57540,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-47_57538,"الوان زيت من رويال تالنز أمستردام - 20 مل - ازرق كوبالت","Talens AMSTERDAM oil colour- 20ml - Cobalt Blue",http://localhost/ourarts/wp-content/uploads/2021/01/8712079018382_1.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a7%d9%85%d9%8a%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-%d8%a7%d8%b2%d8%b1%d9%82-%d9%83%d9%88%d8%a8%d8%a7%d9%84%d8%aa/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-47_57538,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-46_57537,"الوان زيت من رويال تالنز أمستردام- 20 مل - أولترامارين","Talens AMSTERDAM oil colour- 20ml - Ultramarine",http://localhost/ourarts/wp-content/uploads/2021/01/8712079045937.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-%d8%a3%d9%88%d9%84%d8%aa%d8%b1%d8%a7%d9%85%d8%a7%d8%b1%d9%8a%d9%86/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-46_57537,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-44_57535,"الوان زيت من رويال تالنز أمستردام- 20 مل- Azo Yellow Light","Talens AMSTERDAM oil colour- 20ml - Azo Yellow Light",http://localhost/ourarts/wp-content/uploads/2021/01/8712079045876.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-azo-yellow-light/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-44_57535,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-45_57536,"الوان زيت من رويال تالنز أمستردام- 20 مل- Cerulean Blue Phalto","Talens AMSTERDAM oil colour- 20ml - Cerulean Blue Phalto",http://localhost/ourarts/wp-content/uploads/2021/01/8712079018382.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-cerulean-blue-phalto/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-45_57536,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-42_57533,"الوان زيت من رويال تالنز أمستردام- 20 مل- الزمرد الأخضر","Talens AMSTERDAM oil colour- 20ml - Emerald Green",http://localhost/ourarts/wp-content/uploads/2021/01/8712079018405.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-%d8%a7%d9%84%d8%b2%d9%85%d8%b1%d8%af-%d8%a7%d9%84%d8%a3%d8%ae%d8%b6%d8%b1/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-42_57533,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-43_57534,"الوان زيت من رويال تالنز أمستردام- 20 مل- Azo Red Light","Talens AMSTERDAM oil colour- 20ml - Azo Red Light",http://localhost/ourarts/wp-content/uploads/2021/01/8712079045906.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a7%d9%85%d9%8a%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-azo-red-light/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-43_57534,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-4_57530,"مثبت مركز باستيل - 400 مل","Pastel Concentrated Fixative - 400ml",http://localhost/ourarts/wp-content/uploads/2021/01/8712079000691.jpg,http://localhost/ourarts/product/%d9%85%d8%ab%d8%a8%d8%aa-%d9%85%d8%b1%d9%83%d8%b2-%d8%a8%d8%a7%d8%b3%d8%aa%d9%8a%d9%84-400-%d9%85%d9%84/,"أدوات مكتبية - stationary","Our Arts",144EGP,in stock,871-4_57530,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,130EGP,new,published,,,,,16,,
871-40_57531,"الوان زيت من رويال تالنز أمستردام- 20 مل- بنفسجي","Talens AMSTERDAM oil colour- 20ml - Violett",http://localhost/ourarts/wp-content/uploads/2021/01/8712079018399.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-%d8%a8%d9%86%d9%81%d8%b3%d8%ac%d9%8a/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-40_57531,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-41_57532,"الوان زيت من رويال تالنز أمستردام- 20 مل- ليمون أصفر","Talens AMSTERDAM oil colour- 20ml - Yellow lemon",http://localhost/ourarts/wp-content/uploads/2021/01/8712079045869.jpg,http://localhost/ourarts/product/%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-20-%d9%85%d9%84-%d9%84%d9%8a%d9%85%d9%88%d9%86-%d8%a3%d8%b5%d9%81%d8%b1/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-41_57532,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-38_57528,"الوان زيت من رويال تالنز فان جوخ 20 مل أزرق سيفرس","Royal Talens Van gogh Oil Colour 20ml Sevres Blue",http://localhost/ourarts/wp-content/uploads/2021/01/020453032_1.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-%d8%a3%d8%b2%d8%b1%d9%82-%d8%b3%d9%8a%d9%81/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-38_57528,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-39_57529,"الوان زيت من رويال تالنز فان جوخ أمستردام - أخضر متوسط","Talens AMSTERDAM oil colour - Green meduim",http://localhost/ourarts/wp-content/uploads/2021/01/2020-07-19_22_.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-%d8%a3%d8%ae%d8%b6%d8%b1-%d9%85%d8%aa%d9%88%d8%b3%d8%b7/,"الوان زيت - Oil Colors","Our Arts",15EGP,in stock,871-39_57529,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-35_57525,"الوان زيت من رويال تالنز فان جوخ 20 مل برتقال كادميوم","Royal Talens Van gogh Oil Colour 20ml Cadmium Orange",http://localhost/ourarts/wp-content/uploads/2021/01/020421132.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84-%d9%83/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-35_57525,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-36_57526,"الوان زيت من رويال تالنز فان جوخ 20 مل خام سيينا","Royal Talens Van gogh Oil Colour 20ml Raw Sienna",http://localhost/ourarts/wp-content/uploads/2021/01/020423432.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-%d8%ae%d8%a7%d9%85-%d8%b3%d9%8a%d9%8a%d9%86/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-36_57526,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-37_57527,"الوان زيت من رويال تالنز فان جوخ 20 مل Azo Red Deep","Royal Talens Van gogh Oil Colour 20ml Azo Red Deep",http://localhost/ourarts/wp-content/uploads/2021/01/020431332.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%a7%d9%84%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d9%85%d9%84%d9%83%d9%8a-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-azo-red-deep/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-37_57527,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-33_57523,"الوان زيت من رويال تالنز فان جوخ 20 مل آزو أصفر ليمون","Royal Talens Van gogh Oil Colour 20ml Azo Yellow Lemon",http://localhost/ourarts/wp-content/uploads/2021/01/020426732.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-%d8%a2%d8%b2%d9%88-%d8%a3%d8%b5%d9%81%d8%b1/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-33_57523,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-34_57524,"الوان زيت من رويال تالنز فان جوخ 20 مل قرمزي","Royal Talens Van gogh Oil Colour 20ml Vermilion",http://localhost/ourarts/wp-content/uploads/2021/01/020431132.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-%d9%82%d8%b1%d9%85%d8%b2%d9%8a/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-34_57524,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-30_57520,"الوان جواش من رويال تالنز أنبوب 60 مل أبيض","Royal Talens Gouache Tube 60ml White",http://localhost/ourarts/wp-content/uploads/2021/01/080610022.jpg,http://localhost/ourarts/product/%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%86%d8%a8%d9%88%d8%a8-%d8%ac%d9%88%d8%a7%d8%b4-60-%d9%85%d9%84-%d8%a3%d8%a8%d9%8a%d8%b6/,"الوان جواش - Gouache colors","Our Arts",105EGP,in stock,871-30_57520,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,95EGP,new,published,,,,,16,,
871-31_57521,"الوان زيت من رويال تالنز فان جوخ 20 مل مصباح أسود","Royal Talens Van gogh Oil Colour 20ml Lamp Black",http://localhost/ourarts/wp-content/uploads/2021/01/g_87121695_320_vfp_1.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%a7%d9%84%d8%b2%d9%8a%d8%aa-%d9%85%d9%86-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-20-%d9%85%d9%84-%d9%85%d8%b5%d8%a8/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-31_57521,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-32_57522,"الوان زيت من رويال تالنز فان جوخ، 20 مل ، أصفر فاتح","Royal Talens Van gogh Oil Colour 20ml Azo Yellow Light",http://localhost/ourarts/wp-content/uploads/2021/01/020426832.jpg,http://localhost/ourarts/product/%d8%b5%d8%a8%d8%ba%d8%a9-%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d9%81%d8%a7%d9%86-%d8%ac%d9%88%d8%ae-%d8%8c-20-%d9%85%d9%84-%d8%8c-%d8%a3%d8%b5%d9%81%d8%b1-%d9%81%d8%a7%d8%aa/,"الوان زيت - Oil Colors","Our Arts",44EGP,in stock,871-32_57522,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39.6EGP,new,published,,,,,16,,
871-3_57519,"لون زيت أمستردام - الورد","AMSTERDAM oil colour - Rose",http://localhost/ourarts/wp-content/uploads/2021/01/8712079159078_2.jpg,http://localhost/ourarts/product/%d9%84%d9%88%d9%86-%d8%b2%d9%8a%d8%aa-%d8%a3%d9%85%d8%b3%d8%aa%d8%b1%d8%af%d8%a7%d9%85-%d8%a7%d9%84%d9%88%d8%b1%d8%af/,"أدوات مكتبية - stationary","Our Arts",15EGP,in stock,871-3_57519,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
871-29_57518,"الوان جواش من رويال تالنز أنبوب 20 مل ذهبي عميق","Royal Talens Gouache Tube 20ml Deep Gold",http://localhost/ourarts/wp-content/uploads/2021/01/080480322.jpg,http://localhost/ourarts/product/%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%86%d8%a8%d9%88%d8%a8-%d8%ac%d9%88%d8%a7%d8%b4-20-%d9%85%d9%84-%d8%b0%d9%87%d8%a8%d9%8a-%d8%b9%d9%85%d9%8a%d9%82/,"الوان جواش - Gouache colors","Our Arts",78EGP,in stock,871-29_57518,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,70EGP,new,published,,,,,16,,
871-27_57516,"الوان جواش من رويال تالنز أنبوب 20 مل كوبالت أزرق","Royal Talens Gouache Tube 20ml Cobalt Blue",http://localhost/ourarts/wp-content/uploads/2021/01/080451222.jpg,http://localhost/ourarts/product/%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%86%d8%a8%d9%88%d8%a8-%d8%ac%d9%88%d8%a7%d8%b4-20-%d9%85%d9%84-%d9%83%d9%88%d8%a8%d8%a7%d9%84%d8%aa-%d8%a3%d8%b2%d8%b1%d9%82/,"الوان جواش - Gouache colors","Our Arts",56EGP,in stock,871-27_57516,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,50EGP,new,published,,,,,16,,
871-28_57517,"الوان جواش من رويال تالنز أنبوب 20 مل فضي","Royal Talens Gouache Tube 20ml Silver",http://localhost/ourarts/wp-content/uploads/2021/01/080480022.jpg,http://localhost/ourarts/product/%d8%b1%d9%88%d9%8a%d8%a7%d9%84-%d8%aa%d8%a7%d9%84%d9%86%d8%b3-%d8%a3%d9%86%d8%a8%d9%88%d8%a8-%d8%ac%d9%88%d8%a7%d8%b4-20-%d9%85%d9%84-%d9%81%d8%b6%d9%8a/,"الوان جواش - Gouache colors","Our Arts",78EGP,in stock,871-28_57517,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,70EGP,new,published,,,,,16,,
